road,hour,day_of_week,is_weekend,weather,incidents,congestion_pct
Neftçilər,10,4,0,Açıq,0,35
Tbilisi,19,1,0,Açıq,0,80
Ziya Bünyadov,12,6,1,Qarlı,0,83
Atatürk,23,6,1,Dumanlı,0,31
Neftçilər,8,0,0,Dumanlı,0,82
Rəşid Behbudov,6,0,0,Qarlı,0,49
Heydər Əliyev,6,0,0,Yağışlı,0,51
Tbilisi,16,4,0,Yağışlı,1,68
Qara Qarayev,15,1,0,Açıq,0,40
İstiqlaliyyət,8,2,0,Qarlı,0,100
Zərdabi,8,4,0,Qarlı,0,90
Rəşid Behbudov,19,5,1,Qarlı,0,60
Neftçilər,13,2,0,Yağışlı,0,63
Ziya Bünyadov,8,3,0,Açıq,0,83
Qara Qarayev,1,2,0,Açıq,1,47
Zərdabi,23,3,0,Qarlı,0,42
Neftçilər,10,3,0,Qarlı,0,61
İstiqlaliyyət,6,1,0,Qarlı,0,42
Rəşid Behbudov,7,4,0,Açıq,0,64
Rəşid Behbudov,17,5,1,Dumanlı,0,42
Ziya Bünyadov,4,5,1,Qarlı,0,57
Tbilisi,13,6,1,Dumanlı,2,100
Zərdabi,2,0,0,Yağışlı,0,31
Zərdabi,15,1,0,Açıq,0,26
Heydər Əliyev,3,0,0,Açıq,0,27
Heydər Əliyev,14,2,0,Yağışlı,0,51
Qara Qarayev,14,4,0,Qarlı,0,49
Atatürk,2,3,0,Yağışlı,0,42
Neftçilər,5,6,1,Qarlı,0,49
Rəşid Behbudov,20,6,1,Dumanlı,0,51
Heydər Əliyev,21,2,0,Qarlı,0,50
Babək,20,3,0,Yağışlı,0,92
İstiqlaliyyət,2,0,0,Açıq,0,25
Zərdabi,14,0,0,Qarlı,0,67
Atatürk,0,1,0,Dumanlı,0,31
Babək,5,2,0,Qarlı,0,52
Neftçilər,7,4,0,Dumanlı,0,85
İstiqlaliyyət,2,2,0,Qarlı,0,65
Atatürk,21,3,0,Açıq,0,16
Rəşid Behbudov,12,2,0,Yağışlı,0,56
İstiqlaliyyət,14,4,0,Yağışlı,0,71
Neftçilər,15,1,0,Qarlı,0,58
Neftçilər,2,4,0,Yağışlı,2,78
Babək,13,0,0,Qarlı,0,73
Rəşid Behbudov,21,6,1,Yağışlı,0,34
Rəşid Behbudov,0,3,0,Açıq,3,86
İstiqlaliyyət,22,2,0,Dumanlı,0,23
Neftçilər,15,5,1,Açıq,1,47
Rəşid Behbudov,13,5,1,Açıq,1,53
Qara Qarayev,3,1,0,Dumanlı,0,32
Qara Qarayev,4,3,0,Qarlı,0,56
Babək,20,6,1,Qarlı,0,57
Rəşid Behbudov,22,0,0,Yağışlı,0,41
Zərdabi,1,2,0,Dumanlı,0,41
Ziya Bünyadov,7,4,0,Yağışlı,0,100
Qara Qarayev,19,0,0,Dumanlı,0,80
Ziya Bünyadov,5,6,1,Yağışlı,0,48
Babək,4,4,0,Qarlı,0,50
Neftçilər,18,6,1,Qarlı,2,95
Heydər Əliyev,1,1,0,Dumanlı,0,22
Rəşid Behbudov,19,3,0,Qarlı,0,100
Qara Qarayev,8,2,0,Yağışlı,0,77
Heydər Əliyev,17,5,1,Açıq,0,26
İstiqlaliyyət,13,0,0,Dumanlı,0,52
Atatürk,18,5,1,Yağışlı,0,58
Heydər Əliyev,10,3,0,Qarlı,0,86
Ziya Bünyadov,22,3,0,Yağışlı,0,38
Tbilisi,2,1,0,Qarlı,0,50
Rəşid Behbudov,13,5,1,Açıq,0,48
Atatürk,1,3,0,Açıq,0,12
Neftçilər,12,0,0,Qarlı,0,78
Ziya Bünyadov,21,0,0,Qarlı,1,93
Heydər Əliyev,10,0,0,Dumanlı,1,85
Qara Qarayev,3,2,0,Dumanlı,0,20
Babək,2,1,0,Qarlı,2,94
Zərdabi,3,5,1,Qarlı,0,50
Qara Qarayev,10,3,0,Qarlı,0,93
Ziya Bünyadov,14,5,1,Açıq,0,48
Zərdabi,4,2,0,Açıq,0,13
İstiqlaliyyət,19,2,0,Dumanlı,0,96
Neftçilər,1,1,0,Dumanlı,0,24
Heydər Əliyev,9,1,0,Dumanlı,0,86
Tbilisi,3,3,0,Qarlı,0,53
Qara Qarayev,13,3,0,Qarlı,0,53
Neftçilər,6,6,1,Dumanlı,0,25
Qara Qarayev,19,0,0,Qarlı,1,100
Heydər Əliyev,6,1,0,Qarlı,0,55
Qara Qarayev,12,6,1,Qarlı,0,67
Ziya Bünyadov,3,6,1,Yağışlı,0,47
Ziya Bünyadov,0,2,0,Yağışlı,0,47
Qara Qarayev,18,4,0,Yağışlı,0,85
Rəşid Behbudov,7,4,0,Dumanlı,0,93
Neftçilər,23,6,1,Açıq,0,15
Neftçilər,12,4,0,Dumanlı,0,40
Neftçilər,6,3,0,Dumanlı,0,28
Atatürk,18,3,0,Qarlı,0,92
Neftçilər,14,1,0,Açıq,0,47
Tbilisi,19,6,1,Dumanlı,0,48
Rəşid Behbudov,19,0,0,Dumanlı,2,100
Rəşid Behbudov,1,4,0,Yağışlı,0,36
Zərdabi,11,6,1,Yağışlı,1,73
Neftçilər,8,3,0,Dumanlı,0,73
Zərdabi,9,3,0,Qarlı,0,98
İstiqlaliyyət,22,1,0,Yağışlı,0,41
Babək,11,5,1,Dumanlı,0,49
Atatürk,22,4,0,Açıq,0,27
Tbilisi,16,6,1,Açıq,0,30
Babək,21,1,0,Yağışlı,1,51
Zərdabi,20,6,1,Açıq,0,25
Heydər Əliyev,6,0,0,Dumanlı,0,26
Heydər Əliyev,10,5,1,Qarlı,0,84
Qara Qarayev,12,3,0,Dumanlı,0,52
Heydər Əliyev,13,0,0,Qarlı,2,100
Atatürk,18,5,1,Yağışlı,0,48
Heydər Əliyev,20,6,1,Açıq,0,36
Tbilisi,19,3,0,Yağışlı,1,100
Babək,3,2,0,Açıq,0,30
Tbilisi,2,5,1,Qarlı,0,46
Qara Qarayev,12,4,0,Açıq,0,35
Rəşid Behbudov,20,2,0,Yağışlı,1,100
Zərdabi,10,5,1,Qarlı,0,58
İstiqlaliyyət,4,5,1,Qarlı,1,64
Atatürk,15,6,1,Yağışlı,0,58
Ziya Bünyadov,23,1,0,Dumanlı,0,47
Rəşid Behbudov,15,1,0,Dumanlı,2,96
Rəşid Behbudov,15,1,0,Yağışlı,1,81
İstiqlaliyyət,18,0,0,Yağışlı,1,100
Babək,4,6,1,Yağışlı,0,32
Neftçilər,21,6,1,Açıq,0,14
Heydər Əliyev,14,1,0,Qarlı,0,79
Babək,15,0,0,Qarlı,0,71
Ziya Bünyadov,16,3,0,Yağışlı,0,68
İstiqlaliyyət,19,0,0,Yağışlı,0,93
Heydər Əliyev,5,5,1,Qarlı,1,69
Tbilisi,5,1,0,Yağışlı,2,79
Qara Qarayev,14,5,1,Dumanlı,0,47
İstiqlaliyyət,3,5,1,Açıq,0,11
Rəşid Behbudov,0,6,1,Açıq,0,11
Tbilisi,2,3,0,Açıq,0,24
Rəşid Behbudov,20,2,0,Açıq,0,66
Zərdabi,16,4,0,Açıq,0,40
Atatürk,2,0,0,Yağışlı,1,63
Qara Qarayev,11,0,0,Yağışlı,1,77
Atatürk,8,4,0,Açıq,1,79
Tbilisi,20,2,0,Açıq,0,70
Tbilisi,16,1,0,Dumanlı,0,41
Tbilisi,0,5,1,Yağışlı,0,37
Ziya Bünyadov,19,5,1,Dumanlı,1,84
Atatürk,0,1,0,Dumanlı,1,50
Tbilisi,17,3,0,Qarlı,1,100
Atatürk,7,5,1,Açıq,0,36
Neftçilər,11,5,1,Qarlı,0,66
İstiqlaliyyət,2,5,1,Qarlı,0,57
Ziya Bünyadov,19,3,0,Açıq,0,96
Ziya Bünyadov,22,6,1,Açıq,0,20
Qara Qarayev,8,1,0,Yağışlı,0,87
İstiqlaliyyət,7,5,1,Yağışlı,0,62
Ziya Bünyadov,14,3,0,Açıq,0,46
Neftçilər,0,4,0,Açıq,0,26
Neftçilər,15,1,0,Qarlı,2,100
Qara Qarayev,19,3,0,Qarlı,1,100
Atatürk,4,5,1,Dumanlı,0,34
Neftçilər,22,3,0,Açıq,0,30
Zərdabi,2,4,0,Açıq,0,22
Heydər Əliyev,15,5,1,Dumanlı,0,53
Qara Qarayev,3,4,0,Yağışlı,0,42
Ziya Bünyadov,16,4,0,Qarlı,0,88
Atatürk,23,2,0,Dumanlı,0,35
Atatürk,22,1,0,Qarlı,0,62
Qara Qarayev,0,5,1,Açıq,1,26
Atatürk,14,3,0,Açıq,0,34
İstiqlaliyyət,13,1,0,Yağışlı,0,68
İstiqlaliyyət,22,2,0,Qarlı,2,94
Tbilisi,1,3,0,Yağışlı,0,53
Ziya Bünyadov,22,5,1,Dumanlı,0,40
Babək,16,3,0,Qarlı,0,68
Babək,13,5,1,Qarlı,0,86
Rəşid Behbudov,13,4,0,Dumanlı,0,66
Heydər Əliyev,16,0,0,Qarlı,0,75
Heydər Əliyev,19,3,0,Qarlı,0,97
Neftçilər,9,4,0,Yağışlı,0,98
Zərdabi,14,2,0,Qarlı,0,68
Qara Qarayev,12,2,0,Dumanlı,0,45
İstiqlaliyyət,9,4,0,Yağışlı,0,95
Ziya Bünyadov,20,0,0,Yağışlı,0,98
Rəşid Behbudov,3,6,1,Dumanlı,0,39
Neftçilər,6,6,1,Yağışlı,0,42
Babək,23,0,0,Dumanlı,0,45
Qara Qarayev,19,3,0,Dumanlı,0,76
Rəşid Behbudov,14,4,0,Dumanlı,0,58
Atatürk,17,2,0,Dumanlı,0,77
Qara Qarayev,15,4,0,Dumanlı,1,75
Qara Qarayev,7,5,1,Dumanlı,0,59
Babək,19,3,0,Yağışlı,0,95
Rəşid Behbudov,6,2,0,Açıq,0,17
Neftçilər,4,3,0,Açıq,0,22
Atatürk,13,6,1,Yağışlı,0,56
Qara Qarayev,12,0,0,Qarlı,0,71
Zərdabi,2,2,0,Açıq,0,13
Rəşid Behbudov,4,4,0,Qarlı,0,43
Qara Qarayev,5,4,0,Açıq,1,28
Atatürk,20,3,0,Açıq,0,70
Tbilisi,3,3,0,Qarlı,0,63
Ziya Bünyadov,10,2,0,Yağışlı,0,75
Rəşid Behbudov,0,5,1,Açıq,1,30
Heydər Əliyev,7,2,0,Yağışlı,0,100
Ziya Bünyadov,7,6,1,Dumanlı,1,79
Atatürk,13,0,0,Dumanlı,0,49
Zərdabi,2,3,0,Dumanlı,0,31
Rəşid Behbudov,2,2,0,Açıq,0,19
Neftçilər,18,0,0,Açıq,0,67
Qara Qarayev,7,5,1,Açıq,0,29
Rəşid Behbudov,23,0,0,Dumanlı,0,31
Qara Qarayev,9,0,0,Qarlı,0,100
Rəşid Behbudov,18,5,1,Yağışlı,0,68
Zərdabi,4,4,0,Dumanlı,0,32
Babək,22,2,0,Açıq,0,26
Babək,22,6,1,Yağışlı,0,38
Tbilisi,20,5,1,Açıq,0,37
Heydər Əliyev,15,4,0,Açıq,0,41
Tbilisi,14,0,0,Açıq,1,51
Ziya Bünyadov,9,5,1,Yağışlı,1,75
İstiqlaliyyət,23,1,0,Yağışlı,0,50
Qara Qarayev,11,1,0,Qarlı,0,65
Heydər Əliyev,18,5,1,Açıq,0,38
Babək,2,5,1,Qarlı,0,42
Babək,0,0,0,Qarlı,0,41
Ziya Bünyadov,3,5,1,Yağışlı,0,52
Heydər Əliyev,23,1,0,Qarlı,0,55
Ziya Bünyadov,13,0,0,Qarlı,0,88
Atatürk,11,0,0,Açıq,0,48
Babək,22,6,1,Dumanlı,0,32
Babək,14,2,0,Dumanlı,0,41
İstiqlaliyyət,3,3,0,Qarlı,0,42
Atatürk,2,2,0,Qarlı,0,50
Neftçilər,21,0,0,Dumanlı,0,37
Tbilisi,9,4,0,Açıq,0,67
Qara Qarayev,10,2,0,Yağışlı,0,60
Neftçilər,10,3,0,Dumanlı,1,91
Heydər Əliyev,10,5,1,Qarlı,1,93
Heydər Əliyev,10,1,0,Açıq,0,34
Heydər Əliyev,13,4,0,Qarlı,0,69
Atatürk,18,5,1,Qarlı,3,100
Qara Qarayev,2,4,0,Dumanlı,0,24
İstiqlaliyyət,13,4,0,Yağışlı,0,59
Ziya Bünyadov,16,5,1,Yağışlı,2,100
Zərdabi,1,1,0,Dumanlı,0,27
Qara Qarayev,16,4,0,Yağışlı,0,62
Babək,7,5,1,Qarlı,0,71
Zərdabi,10,0,0,Açıq,1,74
Neftçilər,20,6,1,Yağışlı,0,71
Babək,12,4,0,Qarlı,0,82
Heydər Əliyev,15,4,0,Yağışlı,0,47
Zərdabi,22,2,0,Yağışlı,0,46
Zərdabi,18,5,1,Qarlı,0,74
Heydər Əliyev,19,3,0,Açıq,0,59
İstiqlaliyyət,9,2,0,Açıq,0,57
Rəşid Behbudov,19,0,0,Açıq,0,61
Heydər Əliyev,19,4,0,Yağışlı,0,100
Ziya Bünyadov,12,3,0,Açıq,0,39
Qara Qarayev,18,0,0,Yağışlı,1,100
Neftçilər,15,1,0,Dumanlı,3,100
Heydər Əliyev,20,0,0,Yağışlı,0,88
İstiqlaliyyət,4,5,1,Açıq,0,24
Rəşid Behbudov,1,6,1,Dumanlı,1,49
Tbilisi,13,1,0,Qarlı,0,68
Zərdabi,12,2,0,Açıq,0,23
Zərdabi,15,2,0,Yağışlı,0,41
Ziya Bünyadov,13,5,1,Qarlı,0,96
Tbilisi,9,3,0,Yağışlı,0,85
Heydər Əliyev,5,1,0,Açıq,0,27
İstiqlaliyyət,6,4,0,Yağışlı,0,43
İstiqlaliyyət,16,0,0,Dumanlı,0,51
Atatürk,12,6,1,Açıq,0,45
Rəşid Behbudov,13,5,1,Yağışlı,0,64
Heydər Əliyev,8,3,0,Açıq,0,72
Atatürk,5,1,0,Qarlı,0,50
Zərdabi,13,5,1,Yağışlı,0,58
Zərdabi,1,4,0,Yağışlı,0,32
Atatürk,12,4,0,Açıq,1,52
Neftçilər,17,0,0,Yağışlı,1,100
Qara Qarayev,4,3,0,Açıq,0,26
Tbilisi,13,4,0,Dumanlı,0,65
Rəşid Behbudov,19,0,0,Dumanlı,0,93
Rəşid Behbudov,10,2,0,Açıq,0,46
İstiqlaliyyət,6,4,0,Yağışlı,0,46
Atatürk,20,6,1,Qarlı,0,76
Tbilisi,19,3,0,Qarlı,0,94
Babək,15,1,0,Yağışlı,0,45
Heydər Əliyev,13,3,0,Dumanlı,0,51
Qara Qarayev,1,4,0,Açıq,0,21
Qara Qarayev,16,6,1,Qarlı,0,77
Qara Qarayev,23,6,1,Dumanlı,2,76
Neftçilər,22,0,0,Yağışlı,0,33
Rəşid Behbudov,1,2,0,Dumanlı,0,28
Zərdabi,0,4,0,Açıq,0,27
Babək,16,6,1,Qarlı,0,68
Zərdabi,17,6,1,Qarlı,0,71
Zərdabi,1,0,0,Yağışlı,0,38
Atatürk,3,5,1,Dumanlı,2,67
Atatürk,23,2,0,Yağışlı,1,48
Heydər Əliyev,12,4,0,Qarlı,0,65
Atatürk,6,4,0,Yağışlı,0,35
İstiqlaliyyət,8,1,0,Dumanlı,0,73
Zərdabi,9,3,0,Yağışlı,0,98
Qara Qarayev,6,4,0,Qarlı,0,44
Ziya Bünyadov,8,6,1,Dumanlı,0,63
Zərdabi,20,4,0,Yağışlı,1,97
İstiqlaliyyət,14,2,0,Açıq,0,43
Qara Qarayev,16,0,0,Açıq,0,46
Tbilisi,12,0,0,Qarlı,0,67
Atatürk,23,0,0,Dumanlı,1,42
Ziya Bünyadov,14,0,0,Yağışlı,0,57
Zərdabi,12,0,0,Açıq,0,58
Rəşid Behbudov,1,6,1,Dumanlı,0,30
Ziya Bünyadov,9,4,0,Açıq,1,95
Rəşid Behbudov,21,4,0,Qarlı,0,37
Tbilisi,6,4,0,Dumanlı,2,85
İstiqlaliyyət,5,2,0,Yağışlı,0,55
Tbilisi,7,6,1,Qarlı,0,79
Neftçilər,13,6,1,Açıq,0,35
Heydər Əliyev,4,6,1,Qarlı,0,47
Tbilisi,18,5,1,Dumanlı,0,44
Babək,9,2,0,Qarlı,0,100
Heydər Əliyev,20,0,0,Qarlı,0,100
Zərdabi,19,5,1,Yağışlı,1,79
İstiqlaliyyət,1,1,0,Yağışlı,2,89
Rəşid Behbudov,15,6,1,Qarlı,1,73
Ziya Bünyadov,6,5,1,Yağışlı,0,43
Heydər Əliyev,22,0,0,Qarlı,0,52
Babək,15,1,0,Açıq,0,39
İstiqlaliyyət,6,0,0,Açıq,0,10
Atatürk,13,3,0,Açıq,0,33
Ziya Bünyadov,2,5,1,Dumanlı,0,48
Ziya Bünyadov,18,1,0,Açıq,2,100
Rəşid Behbudov,18,0,0,Dumanlı,0,71
Babək,22,5,1,Yağışlı,1,54
Qara Qarayev,3,3,0,Yağışlı,0,42
Atatürk,16,3,0,Yağışlı,0,80
Atatürk,13,6,1,Qarlı,0,61
Rəşid Behbudov,18,3,0,Açıq,0,54
Rəşid Behbudov,16,4,0,Dumanlı,0,59
Zərdabi,1,4,0,Qarlı,0,42
Qara Qarayev,8,1,0,Qarlı,0,100
Rəşid Behbudov,7,2,0,Dumanlı,0,86
Atatürk,7,6,1,Qarlı,0,64
Qara Qarayev,2,2,0,Dumanlı,1,48
Ziya Bünyadov,12,4,0,Qarlı,0,90
Babək,10,3,0,Dumanlı,0,48
Heydər Əliyev,7,5,1,Açıq,0,44
Zərdabi,4,2,0,Qarlı,0,46
Neftçilər,22,0,0,Dumanlı,0,32
Zərdabi,22,6,1,Açıq,0,17
Qara Qarayev,19,6,1,Dumanlı,0,48
Qara Qarayev,1,6,1,Yağışlı,0,38
Rəşid Behbudov,17,4,0,Açıq,0,66
Babək,5,3,0,Qarlı,0,48
İstiqlaliyyət,9,5,1,Qarlı,2,100
Tbilisi,9,3,0,Açıq,3,100
Ziya Bünyadov,4,0,0,Qarlı,0,58
Heydər Əliyev,13,2,0,Qarlı,0,75
İstiqlaliyyət,11,6,1,Dumanlı,2,86
İstiqlaliyyət,4,4,0,Açıq,0,20
Heydər Əliyev,16,0,0,Açıq,0,32
Babək,2,2,0,Açıq,0,16
Atatürk,18,1,0,Açıq,0,58
Qara Qarayev,9,0,0,Yağışlı,0,84
Tbilisi,10,3,0,Açıq,0,44
İstiqlaliyyət,21,6,1,Yağışlı,0,30
Neftçilər,15,2,0,Yağışlı,0,50
Rəşid Behbudov,15,6,1,Yağışlı,0,65
Tbilisi,17,5,1,Qarlı,0,57
Atatürk,22,2,0,Açıq,1,44
Heydər Əliyev,2,5,1,Yağışlı,0,33
Rəşid Behbudov,21,6,1,Açıq,0,16
Rəşid Behbudov,7,6,1,Qarlı,0,59
Zərdabi,5,2,0,Dumanlı,0,37
Ziya Bünyadov,5,4,0,Dumanlı,0,44
Qara Qarayev,5,3,0,Yağışlı,0,45
Heydər Əliyev,17,2,0,Yağışlı,1,100
Neftçilər,1,0,0,Açıq,0,16
Ziya Bünyadov,6,3,0,Yağışlı,1,63
Babək,6,3,0,Dumanlı,0,21
Tbilisi,4,3,0,Qarlı,0,45
Zərdabi,17,4,0,Qarlı,0,100
Neftçilər,11,1,0,Qarlı,0,86
Neftçilər,23,4,0,Yağışlı,3,100
Qara Qarayev,20,1,0,Dumanlı,2,100
İstiqlaliyyət,12,0,0,Qarlı,0,80
Qara Qarayev,23,0,0,Yağışlı,2,76
Babək,2,5,1,Yağışlı,0,42
Tbilisi,9,2,0,Qarlı,0,95
Zərdabi,2,6,1,Dumanlı,0,24
Heydər Əliyev,15,3,0,Qarlı,1,97
Babək,14,3,0,Dumanlı,0,55
Zərdabi,13,5,1,Qarlı,0,81
Heydər Əliyev,13,3,0,Yağışlı,2,100
Atatürk,8,3,0,Qarlı,0,94
Atatürk,9,3,0,Açıq,0,72
Rəşid Behbudov,8,0,0,Dumanlı,0,95
Atatürk,15,1,0,Açıq,0,33
Tbilisi,11,3,0,Dumanlı,2,78
Babək,22,1,0,Dumanlı,0,32
Ziya Bünyadov,23,0,0,Qarlı,0,59
İstiqlaliyyət,13,0,0,Yağışlı,1,76
Zərdabi,0,2,0,Yağışlı,0,31
Qara Qarayev,22,3,0,Yağışlı,0,39
Neftçilər,23,0,0,Açıq,0,20
Zərdabi,7,6,1,Yağışlı,0,69
Zərdabi,15,3,0,Dumanlı,0,67
Rəşid Behbudov,14,5,1,Açıq,0,43
Ziya Bünyadov,2,2,0,Qarlı,0,77
Heydər Əliyev,14,4,0,Açıq,0,46
Neftçilər,9,6,1,Dumanlı,0,49
Heydər Əliyev,5,5,1,Qarlı,0,46
Atatürk,5,2,0,Açıq,0,30
Neftçilər,7,6,1,Açıq,0,35
Neftçilər,3,5,1,Yağışlı,0,33
Babək,4,5,1,Açıq,0,16
Babək,19,3,0,Qarlı,0,100
Tbilisi,16,5,1,Qarlı,0,78
Atatürk,11,5,1,Dumanlı,0,71
Ziya Bünyadov,8,4,0,Yağışlı,0,85
Heydər Əliyev,21,2,0,Yağışlı,0,42
Zərdabi,21,4,0,Yağışlı,0,45
Rəşid Behbudov,8,0,0,Yağışlı,0,95
Rəşid Behbudov,15,3,0,Yağışlı,1,82
Ziya Bünyadov,21,2,0,Dumanlı,0,44
Atatürk,14,5,1,Yağışlı,0,69
İstiqlaliyyət,9,6,1,Dumanlı,0,35
Atatürk,1,4,0,Dumanlı,0,29
Neftçilər,11,3,0,Yağışlı,0,65
Zərdabi,7,0,0,Açıq,0,66
Atatürk,17,4,0,Yağışlı,0,86
Heydər Əliyev,15,3,0,Açıq,0,41
Zərdabi,12,4,0,Dumanlı,0,55
Tbilisi,18,0,0,Qarlı,1,100
İstiqlaliyyət,14,5,1,Qarlı,2,100
Zərdabi,3,4,0,Yağışlı,0,39
Ziya Bünyadov,7,6,1,Qarlı,0,84
Ziya Bünyadov,11,3,0,Yağışlı,0,79
Rəşid Behbudov,3,5,1,Açıq,0,29
Rəşid Behbudov,10,1,0,Qarlı,2,100
Ziya Bünyadov,2,0,0,Dumanlı,0,36
Heydər Əliyev,9,5,1,Dumanlı,1,72
Ziya Bünyadov,22,3,0,Dumanlı,0,35
Babək,14,3,0,Yağışlı,0,70
Rəşid Behbudov,14,3,0,Yağışlı,2,98
İstiqlaliyyət,6,5,1,Dumanlı,0,40
Neftçilər,1,1,0,Yağışlı,1,62
Rəşid Behbudov,7,3,0,Qarlı,0,91
Atatürk,14,6,1,Qarlı,0,68
Tbilisi,18,5,1,Qarlı,0,49
Heydər Əliyev,18,4,0,Qarlı,0,100
Neftçilər,15,0,0,Qarlı,0,63
Rəşid Behbudov,1,2,0,Yağışlı,0,30
Qara Qarayev,11,3,0,Qarlı,2,100
Heydər Əliyev,2,6,1,Qarlı,0,57
Atatürk,22,5,1,Açıq,0,20
Tbilisi,10,2,0,Açıq,1,56
Atatürk,1,2,0,Dumanlı,0,31
Tbilisi,12,0,0,Qarlı,1,100
Ziya Bünyadov,19,3,0,Yağışlı,0,100
Neftçilər,19,4,0,Açıq,0,58
Babək,6,3,0,Dumanlı,0,22
Heydər Əliyev,22,6,1,Qarlı,1,64
Tbilisi,14,4,0,Açıq,0,59
Babək,13,1,0,Açıq,0,31
Zərdabi,14,1,0,Yağışlı,1,77
Heydər Əliyev,8,5,1,Açıq,0,38
Ziya Bünyadov,21,0,0,Qarlı,0,52
Heydər Əliyev,19,6,1,Qarlı,0,67
Zərdabi,8,1,0,Qarlı,0,100
Babək,1,6,1,Qarlı,0,37
Qara Qarayev,21,6,1,Açıq,0,16
Ziya Bünyadov,15,0,0,Qarlı,0,90
Heydər Əliyev,3,5,1,Qarlı,0,38
Heydər Əliyev,18,4,0,Yağışlı,0,100
Rəşid Behbudov,23,2,0,Dumanlı,1,50
Heydər Əliyev,1,1,0,Qarlı,0,52
Babək,6,5,1,Dumanlı,0,39
Neftçilər,22,1,0,Dumanlı,1,54
Zərdabi,20,2,0,Yağışlı,0,100
Neftçilər,23,6,1,Yağışlı,0,45
Atatürk,16,6,1,Yağışlı,0,71
Tbilisi,12,2,0,Qarlı,0,76
Babək,9,0,0,Açıq,0,79
Neftçilər,5,1,0,Açıq,1,31
Atatürk,15,3,0,Açıq,0,24
Zərdabi,12,1,0,Açıq,0,40
Qara Qarayev,12,3,0,Qarlı,0,69
Zərdabi,2,6,1,Dumanlı,2,72
Zərdabi,8,3,0,Yağışlı,0,81
Neftçilər,14,1,0,Açıq,0,28
İstiqlaliyyət,14,3,0,Qarlı,0,88
Neftçilər,7,4,0,Dumanlı,1,93
Ziya Bünyadov,22,0,0,Açıq,0,23
Heydər Əliyev,6,2,0,Açıq,0,16
Ziya Bünyadov,8,5,1,Açıq,0,30
Atatürk,15,1,0,Açıq,0,48
Qara Qarayev,18,3,0,Dumanlı,0,77
Ziya Bünyadov,4,1,0,Yağışlı,0,54
Qara Qarayev,8,2,0,Yağışlı,0,89
Rəşid Behbudov,21,1,0,Yağışlı,0,44
Babək,3,3,0,Açıq,0,30
Ziya Bünyadov,14,3,0,Dumanlı,0,55
Tbilisi,14,2,0,Qarlı,0,75
Rəşid Behbudov,0,6,1,Qarlı,0,53
Tbilisi,11,5,1,Yağışlı,0,47
Heydər Əliyev,17,6,1,Yağışlı,1,81
Neftçilər,7,4,0,Qarlı,0,81
İstiqlaliyyət,10,5,1,Açıq,0,35
Qara Qarayev,21,0,0,Dumanlı,0,37
Ziya Bünyadov,15,2,0,Açıq,0,50
Zərdabi,21,2,0,Yağışlı,0,43
Zərdabi,15,1,0,Dumanlı,0,45
İstiqlaliyyət,5,2,0,Dumanlı,0,22
Babək,20,0,0,Açıq,0,56
Ziya Bünyadov,5,5,1,Yağışlı,1,62
Tbilisi,3,0,0,Açıq,0,29
Ziya Bünyadov,19,1,0,Dumanlı,0,88
Rəşid Behbudov,10,5,1,Dumanlı,0,43
Tbilisi,10,3,0,Yağışlı,0,54
Babək,12,5,1,Dumanlı,0,61
Neftçilər,1,3,0,Yağışlı,1,61
Tbilisi,22,4,0,Yağışlı,0,41
Tbilisi,18,6,1,Açıq,1,47
Tbilisi,1,2,0,Dumanlı,0,27
Tbilisi,0,4,0,Açıq,0,12
Zərdabi,14,2,0,Yağışlı,2,100
Qara Qarayev,11,0,0,Qarlı,0,77
İstiqlaliyyət,3,3,0,Açıq,0,22
İstiqlaliyyət,6,5,1,Qarlı,0,50
Tbilisi,10,6,1,Yağışlı,0,52
Babək,18,0,0,Açıq,0,73
Zərdabi,21,2,0,Yağışlı,0,42
İstiqlaliyyət,17,4,0,Açıq,0,76
Atatürk,7,6,1,Qarlı,1,98
Rəşid Behbudov,23,4,0,Dumanlı,1,59
Rəşid Behbudov,21,6,1,Yağışlı,1,61
Zərdabi,13,4,0,Açıq,1,58
Ziya Bünyadov,9,0,0,Dumanlı,0,92
Ziya Bünyadov,8,0,0,Yağışlı,0,100
Neftçilər,19,2,0,Qarlı,1,100
Atatürk,6,4,0,Açıq,0,16
Atatürk,7,1,0,Yağışlı,0,98
Zərdabi,18,6,1,Yağışlı,0,60
Babək,23,5,1,Yağışlı,0,35
Tbilisi,6,0,0,Qarlı,0,62
Zərdabi,6,6,1,Açıq,0,16
Atatürk,18,6,1,Açıq,0,24
Qara Qarayev,2,6,1,Dumanlı,0,29
İstiqlaliyyət,7,1,0,Açıq,1,98
Ziya Bünyadov,10,6,1,Qarlı,1,100
Babək,16,6,1,Yağışlı,0,55
Qara Qarayev,0,0,0,Yağışlı,0,47
Atatürk,23,3,0,Dumanlı,0,25
Ziya Bünyadov,23,6,1,Qarlı,0,54
Atatürk,4,1,0,Qarlı,0,56
Tbilisi,0,2,0,Qarlı,0,62
Neftçilər,8,3,0,Açıq,0,56
Babək,6,0,0,Açıq,0,12
Qara Qarayev,19,4,0,Dumanlı,0,70
İstiqlaliyyət,6,4,0,Dumanlı,0,23
İstiqlaliyyət,19,3,0,Qarlı,0,100
Zərdabi,0,3,0,Yağışlı,1,53
Qara Qarayev,2,0,0,Dumanlı,0,26
Neftçilər,16,5,1,Açıq,0,39
